,name,transcripts,condition,location,meaning,function,process
883,YNL260C,6.973188561143791,SAABFA,nucleus,15 deg temperature,ATP,ion regulation  
884,YMR183C,1.7961108024258623,SAASCF,nucleus,ste12 galactose,ATP,ion regulation  
885,YDR414C,6.069070304110403,INICIQ,nucleus,YB212 biofuel generation,ATP,ion regulation  
886,YBL020W,11.318299650446193,IFFAFQ,nucleus,G2A2 glucose,ATP,ion regulation  
887,YCL034W,9.349734595204554,SAABRQ,nucleus,wild type none,ATP,ion regulation  
888,YOL109W,13.012483778356373,IFFAFB,nucleus,G1B2 glucose,ATP,ion regulation  
889,YNL128W,266.7922766051724,IFFABF,cytoplasm,E1B1 ethanol,molecular_function,biological_process   
890,YHR120W,78.57460282714096,SAASCC,cytoplasm,pbs2 galactose,molecular_function,biological_process   
891,YER111C,242.8800706003023,IFFAFF,cytoplasm,G2A1 glucose,molecular_function,biological_process   
892,YOL039W,210.6788834409324,IFFAFA,cytoplasm,G1A1 glucose,molecular_function,biological_process   
893,YDR411C,330.2382225773402,INICIA,cytoplasm,YB210 biofuel generation,molecular_function,biological_process   
894,YOR197W,224.1606872090739,INICIF,cytoplasm,YB211 biofuel generation,molecular_function,biological_process   
895,YDL014W,86.8398840344943,SAABQI,cytoplasm,30 deg temperature,molecular_function,biological_process   
896,YDR260C,48.71824216348205,FFNAAA,cytoplasm,Strain6 phenol lysis,molecular_function,biological_process   
897,YCR010C,45.36599971492591,FFNARN,cytoplasm,Strain6 phenol lysis,molecular_function,biological_process   
898,YGL180W,53.02283067177122,FFNAAR,cytoplasm,Strain6 phenol lysis,molecular_function,biological_process   
899,YOR230W,38.34494197621577,IFAAAR,cytoplasm,DDY3630 strain W303,molecular_function,biological_process   
900,YOR307C,14.294335472963,AFIINC,cytoplasm,itc1 itc1-1_dUTP,molecular_function,biological_process   
901,YBR095C,201.8000726426946,IFFABN,cytoplasm,E2B1 ethanol,molecular_function,biological_process   
902,YDR036C,87.5752428084423,SAARRS,cytoplasm,wild type salt stress,molecular_function,biological_process   
903,YMR125W,42.47158314038206,SAABQR,cytoplasm,37 deg temperature,molecular_function,biological_process   
904,YGL123W,24.22224933536863,FAFASB,cytoplasm,tet-control strain tet-control,molecular_function,biological_process   
905,YPL086C,67.47108078360553,SAABBN,cytoplasm,15 deg temperature,molecular_function,biological_process   
906,YNL161W,58.23554771333598,SAABFA,cytoplasm,15 deg temperature,molecular_function,biological_process   
907,YMR042W,76.15947878091126,SAASCF,cytoplasm,ste12 galactose,molecular_function,biological_process   
908,YMR078C,182.96461946215183,INICIQ,cytoplasm,YB212 biofuel generation,molecular_function,biological_process   
909,YKL016C,213.5106403195282,IFFAFQ,cytoplasm,G2A2 glucose,molecular_function,biological_process   
910,YLR380W,135.40218052332378,SAABRQ,cytoplasm,wild type none,molecular_function,biological_process   
911,YIL033C,190.73253249897127,IFFAFB,cytoplasm,G1B2 glucose,molecular_function,biological_process   
912,YER166W,41.11254048443222,IFFABF,cytoplasm,E1B1 ethanol,transcription,biological_process   
913,YDL194W,29.36892970690788,SAASCC,cytoplasm,pbs2 galactose,transcription,biological_process   
914,YIL021W,31.55708014558941,IFFAFF,cytoplasm,G2A1 glucose,transcription,biological_process   
915,YGL115W,32.86980727758991,IFFAFA,cytoplasm,G1A1 glucose,transcription,biological_process   
916,YNL183C,46.71662660850178,INICIA,cytoplasm,YB210 biofuel generation,transcription,biological_process   
917,YGR192C,53.108839738765205,INICIF,cytoplasm,YB211 biofuel generation,transcription,biological_process   
918,YNL329C,28.946628011498102,SAABQI,cytoplasm,30 deg temperature,transcription,biological_process   
919,YLL002W,13.674436180695666,FFNAAA,cytoplasm,Strain6 phenol lysis,transcription,biological_process   
920,YHR065C,8.68295478414711,FFNARN,cytoplasm,Strain6 phenol lysis,transcription,biological_process   
921,YPL133C,12.396122529065966,FFNAAR,cytoplasm,Strain6 phenol lysis,transcription,biological_process   
922,YBR008C,17.85425931877758,IFAAAR,cytoplasm,DDY3630 strain W303,transcription,biological_process   
923,YLR141W,9.642855051716367,AFIINC,cytoplasm,itc1 itc1-1_dUTP,transcription,biological_process   
924,YPL159C,41.18640848519989,IFFABN,cytoplasm,E2B1 ethanol,transcription,biological_process   
925,YDR096W,27.602680697015757,SAARRS,cytoplasm,wild type salt stress,transcription,biological_process   
926,YKL196C,47.58544068816849,SAABQR,cytoplasm,37 deg temperature,transcription,biological_process   
927,YOR306C,20.315262516270117,FAFASB,cytoplasm,tet-control strain tet-control,transcription,biological_process   
928,YGR040W,31.88358936139223,SAABBN,cytoplasm,15 deg temperature,transcription,biological_process   
929,YOL038W,29.44758682915452,SAABFA,cytoplasm,15 deg temperature,transcription,biological_process   
930,YJL140W,27.379737841857654,SAASCF,cytoplasm,ste12 galactose,transcription,biological_process   
931,YOL138C,39.18120387506569,INICIQ,cytoplasm,YB212 biofuel generation,transcription,biological_process   
932,YMR161W,32.27811381793914,IFFAFQ,cytoplasm,G2A2 glucose,transcription,biological_process   
933,YER078C,59.008465527566095,SAABRQ,cytoplasm,wild type none,transcription,biological_process   
934,YML014W,35.28610466022764,IFFAFB,cytoplasm,G1B2 glucose,transcription,biological_process   
935,YDR432W,72.21048777393865,IFFABF,cytosol,E1B1 ethanol,molecular_function,protein catabolic process  
936,YGR195W,48.03769772457671,SAASCC,cytosol,pbs2 galactose,molecular_function,protein catabolic process  
937,YHR036W,55.17928753780807,IFFAFF,cytosol,G2A1 glucose,molecular_function,protein catabolic process  
938,YML116W,80.56516561213432,IFFAFA,cytosol,G1A1 glucose,molecular_function,protein catabolic process  
939,YNR056C,33.82928133719095,INICIA,cytosol,YB210 biofuel generation,molecular_function,protein catabolic process  
940,YDR185C,88.00893442423948,INICIF,cytosol,YB211 biofuel generation,molecular_function,protein catabolic process  
941,YML034W,51.67043019443744,SAABQI,cytosol,30 deg temperature,molecular_function,protein catabolic process  
942,YLR144C,10.047524792267426,FFNAAA,cytosol,Strain6 phenol lysis,molecular_function,protein catabolic process  
943,YDR107C,9.756128970951808,FFNARN,cytosol,Strain6 phenol lysis,molecular_function,protein catabolic process  
944,YNL044W,9.9530910817318,FFNAAR,cytosol,Strain6 phenol lysis,molecular_function,protein catabolic process  
945,YPR058W,19.111288168012383,IFAAAR,cytosol,DDY3630 strain W303,molecular_function,protein catabolic process  
946,YDL020C,10.566766382864266,AFIINC,cytosol,itc1 itc1-1_dUTP,molecular_function,protein catabolic process  
947,YMR284W,85.57176131876481,IFFABN,cytosol,E2B1 ethanol,molecular_function,protein catabolic process  
948,YMR035W,90.85146716977964,SAARRS,cytosol,wild type salt stress,molecular_function,protein catabolic process  
949,YPR005C,41.276135921419005,SAABQR,cytosol,37 deg temperature,molecular_function,protein catabolic process  
950,YGR260W,20.724133229896704,FAFASB,cytosol,tet-control strain tet-control,molecular_function,protein catabolic process  
951,YLR274W,46.34882849081508,SAABBN,cytosol,15 deg temperature,molecular_function,protein catabolic process  
952,YGR138C,40.23718264335674,SAABFA,cytosol,15 deg temperature,molecular_function,protein catabolic process  
953,YNL142W,59.46879059251484,SAASCF,cytosol,ste12 galactose,molecular_function,protein catabolic process  
954,YHR019C,60.779954074988005,INICIQ,cytosol,YB212 biofuel generation,molecular_function,protein catabolic process  
955,YIL078W,61.06292527462946,IFFAFQ,cytosol,G2A2 glucose,molecular_function,protein catabolic process  
956,YDR375C,54.31482366250357,SAABRQ,cytosol,wild type none,molecular_function,protein catabolic process  
957,YNR002C,70.57220932045527,IFFAFB,cytosol,G1B2 glucose,molecular_function,protein catabolic process  
958,YDL106C,141.69770897732732,IFFABF,cytoplasm,E1B1 ethanol,tRNA,protein catabolic process  
959,YER056C,44.59028647610709,SAASCC,cytoplasm,pbs2 galactose,tRNA,protein catabolic process  
960,YLR084C,115.01005220690244,IFFAFF,cytoplasm,G2A1 glucose,tRNA,protein catabolic process  
961,YMR080C,127.38269526567484,IFFAFA,cytoplasm,G1A1 glucose,tRNA,protein catabolic process  
962,YMR037C,56.38213556198491,INICIA,cytoplasm,YB210 biofuel generation,tRNA,protein catabolic process  
963,YGR266W,76.83538632335642,INICIF,cytoplasm,YB211 biofuel generation,tRNA,protein catabolic process  
964,YOR005C,28.597031054837498,SAABQI,cytoplasm,30 deg temperature,tRNA,protein catabolic process  
965,YGL092W,12.008017434661069,FFNAAA,cytoplasm,Strain6 phenol lysis,tRNA,protein catabolic process  
966,YER142C,9.756128970951808,FFNARN,cytoplasm,Strain6 phenol lysis,tRNA,protein catabolic process  
967,YOL102C,10.04357372792936,FFNAAR,cytoplasm,Strain6 phenol lysis,tRNA,protein catabolic process  
968,YJL125C,14.450269691646152,IFAAAR,cytoplasm,DDY3630 strain W303,tRNA,protein catabolic process  
969,YBR107C,10.82779011259914,AFIINC,cytoplasm,itc1 itc1-1_dUTP,tRNA,protein catabolic process  
970,YPL049C,169.67733981119565,IFFABN,cytoplasm,E2B1 ethanol,tRNA,protein catabolic process  
971,YPL036W,56.2647393312304,SAARRS,cytoplasm,wild type salt stress,tRNA,protein catabolic process  
972,YAL001C,25.27042593419136,SAABQR,cytoplasm,37 deg temperature,tRNA,protein catabolic process  
973,YEL065W,25.14688506683791,FAFASB,cytoplasm,tet-control strain tet-control,tRNA,protein catabolic process  
974,YNL207W,19.5205649151381,SAABBN,cytoplasm,15 deg temperature,tRNA,protein catabolic process  
975,YGL091C,23.0397919351305,SAABFA,cytoplasm,15 deg temperature,tRNA,protein catabolic process  
976,YER128W,49.76541150136048,SAASCF,cytoplasm,ste12 galactose,tRNA,protein catabolic process  
977,YGL186C,66.75977334521443,INICIQ,cytoplasm,YB212 biofuel generation,tRNA,protein catabolic process  
978,YER048C,116.95576305461066,IFFAFQ,cytoplasm,G2A2 glucose,tRNA,protein catabolic process  
979,YMR063W,51.7051587855288,SAABRQ,cytoplasm,wild type none,tRNA,protein catabolic process  
980,YMR014W,132.00051112098444,IFFAFB,cytoplasm,G1B2 glucose,tRNA,protein catabolic process  
981,YBL102W,39.26774700115642,IFFABF,membrane,E1B1 ethanol,receptor,transport ion  
982,YLR120C,13.431717050048311,SAASCC,membrane,pbs2 galactose,receptor,transport ion  
983,YNL068C,44.41704633208683,IFFAFF,membrane,G2A1 glucose,receptor,transport ion  
984,YDR146C,49.15840613621755,IFFAFA,membrane,G1A1 glucose,receptor,transport ion  
985,YBR112C,25.774690542621677,INICIA,membrane,YB210 biofuel generation,receptor,transport ion  
986,YKL157W,56.41952065754537,INICIF,membrane,YB211 biofuel generation,receptor,transport ion  
987,YPL005W,13.00500678777451,SAABQI,membrane,30 deg temperature,receptor,transport ion  
988,YIL101C,23.133813180245,FFNAAA,membrane,Strain6 phenol lysis,receptor,transport ion  
989,YJR158W,13.658580559332531,FFNARN,membrane,Strain6 phenol lysis,receptor,transport ion  
990,YDR342C,18.0060465933148,FFNAAR,membrane,Strain6 phenol lysis,receptor,transport ion  
991,YPL101W,5.606571150569407,IFAAAR,membrane,DDY3630 strain W303,receptor,transport ion  
992,YLR451W,2.2928775108365502,AFIINC,membrane,itc1 itc1-1_dUTP,receptor,transport ion  
993,YLR323C,43.45232739862512,IFFABN,membrane,E2B1 ethanol,receptor,transport ion  
994,YOR341W,14.831291120784584,SAARRS,membrane,wild type salt stress,receptor,transport ion  
995,YMR198W,9.62999148609132,SAABQR,membrane,37 deg temperature,receptor,transport ion  
996,YBR020W,4.698004670297666,FAFASB,membrane,tet-control strain tet-control,receptor,transport ion  
997,YLR418C,13.66439544059667,SAABBN,membrane,15 deg temperature,receptor,transport ion  
998,YOR223W,10.55401511956898,SAABFA,membrane,15 deg temperature,receptor,transport ion  
999,YPL153C,15.902151738550929,SAASCF,membrane,ste12 galactose,receptor,transport ion  
1000,YBL025W,41.14472662051317,INICIQ,membrane,YB212 biofuel generation,receptor,transport ion  
1001,YNL265C,43.87587765728525,IFFAFQ,membrane,G2A2 glucose,receptor,transport ion  
1002,YMR058W,15.338821615024338,SAABRQ,membrane,wild type none,receptor,transport ion  
1003,YOR290C,49.70534344164956,IFFAFB,membrane,G1B2 glucose,receptor,transport ion  
1004,YLR268W,152.76646987698214,IFFABF,membrane,E1B1 ethanol,transmembrane,transport ion  
1005,YKR039W,82.04938635140961,IFFABF,mitochondria,E1B1 ethanol,transmembrane,transport ion  
1006,YNL103W,76.78496310799007,SAASCC,membrane,pbs2 galactose,transmembrane,transport ion  
1007,YPL009C,78.48041126297512,SAASCC,mitochondria,pbs2 galactose,transmembrane,transport ion  
1008,YDR312W,211.4141958886597,IFFAFF,membrane,G2A1 glucose,transmembrane,transport ion  
1009,YDR268W,67.21840481878438,IFFAFF,mitochondria,G2A1 glucose,transmembrane,transport ion  
1010,YLR348C,230.77140658391016,IFFAFA,membrane,G1A1 glucose,transmembrane,transport ion  
1011,YMR293C,64.17903023339514,IFFAFA,mitochondria,G1A1 glucose,transmembrane,transport ion  
1012,YHR153C,320.57271362385706,INICIA,membrane,YB210 biofuel generation,transmembrane,transport ion  
1013,YJL214W,75.71315346895116,INICIA,mitochondria,YB210 biofuel generation,transmembrane,transport ion  
1014,YFL010C,245.680113181145,INICIF,membrane,YB211 biofuel generation,transmembrane,transport ion  
1015,YPL105C,75.31799090224884,INICIF,mitochondria,YB211 biofuel generation,transmembrane,transport ion  
1016,YIR013C,33.42146905675385,SAABQI,membrane,30 deg temperature,transmembrane,transport ion  
1017,YGR145W,20.136784703650854,SAABQI,mitochondria,30 deg temperature,transmembrane,transport ion  
1018,YLR362W,34.79874440248718,FFNAAA,membrane,Strain6 phenol lysis,transmembrane,transport ion  
1019,YPL040C,27.70740627750314,FFNARN,membrane,Strain6 phenol lysis,transmembrane,transport ion  
1020,YPL104W,31.397478230553943,FFNAAR,membrane,Strain6 phenol lysis,transmembrane,transport ion  
1021,YDR315C,43.32688739689953,FFNAAA,mitochondria,Strain6 phenol lysis,transmembrane,transport ion  
1022,YPL265W,38.536709435259645,FFNARN,mitochondria,Strain6 phenol lysis,transmembrane,transport ion  
1023,YDR021W,48.86062894668337,FFNAAR,mitochondria,Strain6 phenol lysis,transmembrane,transport ion  
1024,YKL134C,20.39056531546374,IFAAAR,membrane,DDY3630 strain W303,transmembrane,transport ion  
1025,YLR220W,30.3244304691512,IFAAAR,mitochondria,DDY3630 strain W303,transmembrane,transport ion  
1026,YBR273C,6.931212852168474,AFIINC,membrane,itc1 itc1-1_dUTP,transmembrane,transport ion  
1027,YMR232W,3.650576479169741,AFIINC,mitochondria,itc1 itc1-1_dUTP,transmembrane,transport ion  
1028,YOL156W,141.81986611085009,IFFABN,membrane,E2B1 ethanol,transmembrane,transport ion  
1029,YNL083W,84.638735883825,IFFABN,mitochondria,E2B1 ethanol,transmembrane,transport ion  
1030,YOL129W,132.57918702944738,SAARRS,membrane,wild type salt stress,transmembrane,transport ion  
1031,YER168C,120.08245099249,SAARRS,mitochondria,wild type salt stress,transmembrane,transport ion  
1032,YIL091C,29.38807746617524,SAABQR,membrane,37 deg temperature,transmembrane,transport ion  
1033,YEL026W,20.555050792725957,SAABQR,mitochondria,37 deg temperature,transmembrane,transport ion  
1034,YLR253W,12.851367724380818,FAFASB,membrane,tet-control strain tet-control,transmembrane,transport ion  
1035,YGL236C,10.529088965286013,FAFASB,mitochondria,tet-control strain tet-control,transmembrane,transport ion  
1036,YLR188W,27.228685420090063,SAABBN,membrane,15 deg temperature,transmembrane,transport ion  
1037,YPL248C,21.296494794844552,SAABFA,membrane,15 deg temperature,transmembrane,transport ion  
1038,YIL090W,15.266082818249028,SAABBN,mitochondria,15 deg temperature,transmembrane,transport ion  
1039,YDR122W,12.580009093414812,SAABFA,mitochondria,15 deg temperature,transmembrane,transport ion  
1040,YNL237W,93.6387034191532,SAASCF,membrane,ste12 galactose,transmembrane,transport ion  
1041,YEL004W,126.07821681418616,SAASCF,mitochondria,ste12 galactose,transmembrane,transport ion  
1042,YDL004W,386.4569767176183,INICIQ,membrane,YB212 biofuel generation,transmembrane,transport ion  
1043,YDR299W,95.49860625585488,INICIQ,mitochondria,YB212 biofuel generation,transmembrane,transport ion  
1044,YNL080C,215.3271575473776,IFFAFQ,membrane,G2A2 glucose,transmembrane,transport ion  
1045,YJL194W,67.90979790267716,IFFAFQ,mitochondria,G2A2 glucose,transmembrane,transport ion  
1046,YER169W,63.19519407120187,SAABRQ,membrane,wild type none,transmembrane,transport ion  
1047,YDL070W,105.32532345200312,SAABRQ,mitochondria,wild type none,transmembrane,transport ion  
1048,YOR226C,236.920988432957,IFFAFB,membrane,G1B2 glucose,transmembrane,transport ion  
1049,YKR007W,67.40701056355778,IFFAFB,mitochondria,G1B2 glucose,transmembrane,transport ion  
1050,YPR119W,307.3777332372401,IFFABF,mitochondria,E1B1 ethanol,ATP,transport ion  
1051,YMR056C,161.97181373957275,SAASCC,mitochondria,pbs2 galactose,ATP,transport ion  
1052,YDL174C,232.20903482852785,IFFAFF,mitochondria,G2A1 glucose,ATP,transport ion  
1053,YPL131W,220.5300719721982,IFFAFA,mitochondria,G1A1 glucose,ATP,transport ion  
1054,YIL115C,136.92804350767764,INICIA,mitochondria,YB210 biofuel generation,ATP,transport ion  
1055,YFR049W,231.7476643146118,INICIF,mitochondria,YB211 biofuel generation,ATP,transport ion  
1056,YOR028C,24.33194818357812,SAABQI,mitochondria,30 deg temperature,ATP,transport ion  
1057,YDR523C,209.4786388397609,FFNAAA,mitochondria,Strain6 phenol lysis,ATP,transport ion  
1058,YCR033W,134.63457979913497,FFNARN,mitochondria,Strain6 phenol lysis,ATP,transport ion  
1059,YKR059W,166.7595169421064,FFNAAR,mitochondria,Strain6 phenol lysis,ATP,transport ion  
1060,YDR031W,13.271109886169253,IFAAAR,mitochondria,DDY3630 strain W303,ATP,transport ion  
1061,YNL268W,2.152037368893273,AFIINC,mitochondria,itc1 itc1-1_dUTP,ATP,transport ion  
1062,YOR068C,321.8937750542321,IFFABN,mitochondria,E2B1 ethanol,ATP,transport ion  
1063,YDL222C,41.90428284920089,SAARRS,mitochondria,wild type salt stress,ATP,transport ion  
1064,YDR104C,10.82543870505438,SAABQR,mitochondria,37 deg temperature,ATP,transport ion  
1065,YOR388C,9.839620703092155,FAFASB,mitochondria,tet-control strain tet-control,ATP,transport ion  
1066,YDL017W,29.380952833810426,SAABBN,mitochondria,15 deg temperature,ATP,transport ion  
1067,YPL083C,17.103158430372947,SAABFA,mitochondria,15 deg temperature,ATP,transport ion  
1068,YJL050W,272.9650343881841,SAASCF,mitochondria,ste12 galactose,ATP,transport ion  
1069,YOR130C,157.3495727374506,INICIQ,mitochondria,YB212 biofuel generation,ATP,transport ion  
1070,YJR021C,242.43518387066845,IFFAFQ,mitochondria,G2A2 glucose,ATP,transport ion  
1071,YLR369W,36.741828519709465,SAABRQ,mitochondria,wild type none,ATP,transport ion  
1072,YBR127C,234.81085592835865,IFFAFB,mitochondria,G1B2 glucose,ATP,transport ion  
1073,YLR163C,26.178498000770947,IFFABF,membrane,E1B1 ethanol,transporter,transport ion regulation positive
1074,YLR178C,162.83837612989848,SAASCC,membrane,pbs2 galactose,transporter,transport ion regulation positive
1075,YKL125W,17.78505961962409,IFFAFF,membrane,G2A1 glucose,transporter,transport ion regulation positive
1076,YLR384C,19.312230982085467,IFFAFA,membrane,G1A1 glucose,transporter,transport ion regulation positive
1077,YPL060W,320.57271362385706,INICIA,membrane,YB210 biofuel generation,transporter,transport ion regulation positive
1078,YML099C,114.08054665963331,INICIF,membrane,YB211 biofuel generation,transporter,transport ion regulation positive
1079,YLR090W,12.37573226578542,SAABQI,membrane,30 deg temperature,transporter,transport ion regulation positive
1080,YKR050W,6.028514875360456,FFNAAA,membrane,Strain6 phenol lysis,transporter,transport ion regulation positive
1081,YPL204W,7.024412859085302,FFNARN,membrane,Strain6 phenol lysis,transporter,transport ion regulation positive
1082,YGL208W,6.876681111014697,FFNAAR,membrane,Strain6 phenol lysis,transporter,transport ion regulation positive
1083,YGR179C,27.376530955458957,IFAAAR,membrane,DDY3630 strain W303,transporter,transport ion regulation positive
1084,YGR102C,1.9116701933100804,AFIINC,membrane,itc1 itc1-1_dUTP,transporter,transport ion regulation positive
1085,YGL255W,21.45958500361548,IFFABN,membrane,E2B1 ethanol,transporter,transport ion regulation positive
1086,YGL077C,139.40628929139584,SAARRS,membrane,wild type salt stress,transporter,transport ion regulation positive
1087,YAL040C,11.02467990821489,SAABQR,membrane,37 deg temperature,transporter,transport ion regulation positive
1088,YEL064C,43.50330945834797,FAFASB,membrane,tet-control strain tet-control,transporter,transport ion regulation positive
1089,YOR204W,4.6549039413021625,SAABBN,membrane,15 deg temperature,transporter,transport ion regulation positive
1090,YHR030C,4.570265475884782,SAABFA,membrane,15 deg temperature,transporter,transport ion regulation positive
1091,YDR382W,218.7969610418529,SAASCF,membrane,ste12 galactose,transporter,transport ion regulation positive
1092,YHR090C,382.3514291589554,INICIQ,membrane,YB212 biofuel generation,transporter,transport ion regulation positive
1093,YGR004W,19.283029034093516,IFFAFQ,membrane,G2A2 glucose,transporter,transport ion regulation positive
1094,YGL048C,78.68421222590821,SAABRQ,membrane,wild type none,transporter,transport ion regulation positive
1095,YJL034W,22.74253921622645,IFFAFB,membrane,G1B2 glucose,transporter,transport ion regulation positive
1096,YPL146C,86.00251524414348,IFFABF,endoplasm,E1B1 ethanol,transporter,metabolic process   
1097,YPL139C,146.8446485345394,SAASCC,endoplasm,pbs2 galactose,transporter,metabolic process   
1098,YHR150W,79.62234383554785,IFFAFF,endoplasm,G2A1 glucose,transporter,metabolic process   
1099,YHR164C,77.73660652889959,IFFAFA,endoplasm,G1A1 glucose,transporter,metabolic process   
1100,YPL164C,72.49131715112345,INICIA,endoplasm,YB210 biofuel generation,transporter,metabolic process   
1101,YMR274C,128.84066575586155,INICIF,endoplasm,YB211 biofuel generation,transporter,metabolic process   
1102,YHR027C,31.53364549078658,SAABQI,endoplasm,30 deg temperature,transporter,metabolic process   
1103,YNR047W,17.497396833363272,FFNAAA,endoplasm,Strain6 phenol lysis,transporter,metabolic process   
1104,YKL100C,14.34150958729916,FFNARN,endoplasm,Strain6 phenol lysis,transporter,metabolic process   
1105,YHL023C,14.205775453017203,FFNAAR,endoplasm,Strain6 phenol lysis,transporter,metabolic process   
1106,YIL060W,51.79403824811738,IFAAAR,endoplasm,DDY3630 strain W303,transporter,metabolic process   
1107,YML107C,12.54603984430712,AFIINC,endoplasm,itc1 itc1-1_dUTP,transporter,metabolic process   
1108,YFR041C,88.37083762358422,IFFABN,endoplasm,E2B1 ethanol,transporter,metabolic process   
1109,YIL050W,126.8703170345422,SAARRS,endoplasm,wild type salt stress,transporter,metabolic process   
1110,YIL006W,26.034183879639983,SAABQR,endoplasm,37 deg temperature,transporter,metabolic process   
1111,YGR031W,24.970509464881346,FAFASB,endoplasm,tet-control strain tet-control,transporter,metabolic process   
1112,YCR040W,30.882534750359508,SAABBN,endoplasm,15 deg temperature,transporter,metabolic process   
1113,YLR013W,19.458965376705308,SAABFA,endoplasm,15 deg temperature,transporter,metabolic process   
1114,YER123W,144.8059574980168,SAASCF,endoplasm,ste12 galactose,transporter,metabolic process   
1115,YMR319C,97.19437589965042,INICIQ,endoplasm,YB212 biofuel generation,transporter,metabolic process   
1116,YLR064W,84.11872085887171,IFFAFQ,endoplasm,G2A2 glucose,transporter,metabolic process   
1117,YDR508C,88.57840927746001,SAABRQ,endoplasm,wild type none,transporter,metabolic process   
1118,YJL058C,77.48875475219424,IFFAFB,endoplasm,G1B2 glucose,transporter,metabolic process   
1119,YGL219C,2035.59783783176,IFFABF,mitochondria,E1B1 ethanol,hydrolase,metabolic process   
1120,YPL140C,105.96550968656628,SAASCC,mitochondria,pbs2 galactose,hydrolase,metabolic process   
1121,YHR152W,645.2784451735407,IFFAFF,mitochondria,G2A1 glucose,hydrolase,metabolic process   
1122,YIL088C,487.5850640376023,IFFAFA,mitochondria,G1A1 glucose,hydrolase,metabolic process   
1123,YGL059W,1097.035266220335,INICIA,mitochondria,YB210 biofuel generation,hydrolase,metabolic process   
1124,YGR033C,752.6281288693583,INICIF,mitochondria,YB211 biofuel generation,hydrolase,metabolic process   
1125,YPL271W,26.918965662866597,SAABQI,mitochondria,30 deg temperature,hydrolase,metabolic process   
1126,YCR035C,189.4816138873457,FFNAAA,mitochondria,Strain6 phenol lysis,hydrolase,metabolic process   
1127,YOR140W,194.7323342601981,FFNARN,mitochondria,Strain6 phenol lysis,hydrolase,metabolic process   
1128,YDL080C,260.6805036951756,FFNAAR,mitochondria,Strain6 phenol lysis,hydrolase,metabolic process   
1129,YPL019C,15.306829172983145,IFAAAR,mitochondria,DDY3630 strain W303,hydrolase,metabolic process   
1130,YBR061C,4.358532926004614,AFIINC,mitochondria,itc1 itc1-1_dUTP,hydrolase,metabolic process   
1131,YEL056W,1828.4632737863171,IFFABN,mitochondria,E2B1 ethanol,hydrolase,metabolic process   
1132,YNL273W,25.778196471839877,SAARRS,mitochondria,wild type salt stress,hydrolase,metabolic process   
1133,YNL294C,25.7021152077058,SAABQR,mitochondria,37 deg temperature,hydrolase,metabolic process   
1134,YML085C,16.488446425333677,FAFASB,mitochondria,tet-control strain tet-control,hydrolase,metabolic process   
1135,YER103W,17.868824806934107,SAABBN,mitochondria,15 deg temperature,hydrolase,metabolic process   
1136,YKR042W,13.145402760534578,SAABFA,mitochondria,15 deg temperature,hydrolase,metabolic process   
1137,YJL025W,379.65839681033503,SAASCF,mitochondria,ste12 galactose,hydrolase,metabolic process   
1138,YBL076C,802.0990415152969,INICIQ,mitochondria,YB212 biofuel generation,hydrolase,metabolic process   
1139,YJR001W,634.9426371805864,IFFAFQ,mitochondria,G2A2 glucose,hydrolase,metabolic process   
1140,YNL035C,16.72813960708285,SAABRQ,mitochondria,wild type none,hydrolase,metabolic process   
1141,YBR281C,484.2754098053168,IFFAFB,mitochondria,G1B2 glucose,hydrolase,metabolic process   
1142,YGL066W,20.81981216839837,IFFABF,nucleus,E1B1 ethanol,kinase,catabolic process   
1143,YBR136W,10.850868191904386,SAASCC,nucleus,pbs2 galactose,kinase,catabolic process   
1144,YPL186C,25.537521505101257,IFFAFF,nucleus,G2A1 glucose,kinase,catabolic process   
1145,YPL138C,28.18805431223586,IFFAFA,nucleus,G1A1 glucose,kinase,catabolic process   
1146,YJL141C,6.443672635655418,INICIA,nucleus,YB210 biofuel generation,kinase,catabolic process   
1147,YPL147W,14.898064134510758,INICIF,nucleus,YB211 biofuel generation,kinase,catabolic process   
1148,YDR422C,7.201697307208465,SAABQI,nucleus,30 deg temperature,kinase,catabolic process   
1149,YHL048W,17.546409149423113,FFNAAA,nucleus,Strain6 phenol lysis,kinase,catabolic process   
1150,YDL054C,12.78052895194687,FFNARN,nucleus,Strain6 phenol lysis,kinase,catabolic process   
1151,YKL207W,11.762744005683034,FFNAAR,nucleus,Strain6 phenol lysis,kinase,catabolic process   
1152,YNL209W,4.227176661143601,IFAAAR,nucleus,DDY3630 strain W303,kinase,catabolic process   
1153,YHR026W,0.7192236581903347,AFIINC,nucleus,itc1 itc1-1_dUTP,kinase,catabolic process   
1154,YNL289W,23.458925221343623,IFFABN,nucleus,E2B1 ethanol,kinase,catabolic process   
1155,YOR142W,11.10385023064031,SAARRS,nucleus,wild type salt stress,kinase,catabolic process   
1156,YPR019W,10.02847389241234,SAABQR,nucleus,37 deg temperature,kinase,catabolic process   
1157,YMR065W,2.864767352991524,FAFASB,nucleus,tet-control strain tet-control,kinase,catabolic process   
1158,YGL002W,4.955220324611979,SAABBN,nucleus,15 deg temperature,kinase,catabolic process   
1159,YGL195W,3.816407253058426,SAABFA,nucleus,15 deg temperature,kinase,catabolic process   
1160,YLR430W,13.273696905732592,SAASCF,nucleus,ste12 galactose,kinase,catabolic process   
